Title,Salary,Date Posted,Location,Closing Date,Link
Valet / Room AttendantLUX* Grand Gaube,Not disclosed,05/08/2025,Riviere du Rempart,04/09/2025,https://www.myjob.mu/Jobs/Valet-Room-Attendant-196289.aspx
Assistant CookLUX* Grand Gaube,Not disclosed,05/08/2025,Pamplemousses,04/09/2025,https://www.myjob.mu/Jobs/Assistant-Cook-196288.aspx
Security OfficerLUX* Grand Gaube,Not disclosed,05/08/2025,Riviere du Rempart,04/09/2025,https://www.myjob.mu/Jobs/Security-Officer-196287.aspx
Demi Chef De Rang - Beach/ RestaurantLUX* Grand Gaube,Not disclosed,05/08/2025,Pamplemousses,04/09/2025,https://www.myjob.mu/Jobs/Demi-Chef-De-Rang-Beach-196286.aspx
Chef De Rang - Bar/ RestaurantLUX* Grand Gaube,Not disclosed,05/08/2025,Riviere du Rempart,04/09/2025,https://www.myjob.mu/Jobs/Chef-De-Rang-Bar-Restaurant-196285.aspx
S​o​m​m​e​l​i​e​r​LUX* Grand Gaube,Not disclosed,05/08/2025,Pamplemousses,04/09/2025,https://www.myjob.mu/Jobs/Sommelier-196284.aspx
Legal AssistantBolt Talent Solutions (Pty) Ltd,Not disclosed,04/08/2025,Mauritius,03/09/2025,https://www.myjob.mu/Jobs/Legal-Assistant-196279.aspx
Reservation AgentThe Residence Mauritius,Negotiable,04/08/2025,Flacq,03/09/2025,https://www.myjob.mu/Jobs/Reservation-Agent-196277.aspx
Financial OfficerUnited Exports South Africa (PTY) Ltd,Not disclosed,04/08/2025,Pamplemousses,03/09/2025,https://www.myjob.mu/Jobs/Financial-Officer-196275.aspx
Account ClerkMFM Confections Ltee,Negotiable,04/08/2025,Plaine Wilhems,03/09/2025,https://www.myjob.mu/Jobs/Account-Clerk-196276.aspx
"Manager – Product Development, Local Sales & Customer ExperienceMauritours Ltd",Negotiable,04/08/2025,Mauritius,03/09/2025,https://www.myjob.mu/Jobs/Manager-Product-Development-Local-Sales-196274.aspx
Audit AssociatesMOORE (Mauritius) LLP,Not disclosed,04/08/2025,Port Louis,03/09/2025,https://www.myjob.mu/Jobs/Audit-Associates-196273.aspx
Junior IT OfficerKolos Cement ltd,Not disclosed,04/08/2025,Port Louis,03/09/2025,https://www.myjob.mu/Jobs/Junior-IT-Officer-196269.aspx
Cost ControllerVeranda Palmar Beach Hotel,Negotiable,04/08/2025,Flacq,03/09/2025,https://www.myjob.mu/Jobs/Cost-Controller-196268.aspx
Assistant Cost ControllerVeranda Palmar Beach Hotel,Negotiable,04/08/2025,Flacq,03/09/2025,https://www.myjob.mu/Jobs/Assistant-Cost-Controller-196267.aspx
Comptable Général H/FSHINEGIS Co LTD,Negotiable,04/08/2025,Black River,03/09/2025,https://www.myjob.mu/Jobs/Comptable-General-H-F-196265.aspx
Administrative OfficerRENT A SIGN LTD,Negotiable,04/08/2025,Moka,03/09/2025,https://www.myjob.mu/Jobs/Administrative-Officer-196264.aspx
Assistant Company SecretaryOmaha Corporate Services Ltd,"21,000 - 30,000",04/08/2025,Plaine Wilhems,03/09/2025,https://www.myjob.mu/Jobs/Assistant-Company-Secretary-196263.aspx
Senior Java DevelopersBDO IT CONSULTING LTD,Not disclosed,04/08/2025,Port Louis,03/09/2025,https://www.myjob.mu/Jobs/Senior-Java-Developers-196260.aspx
Executive - Corporate ServicesOmaha Corporate Services Ltd,"31,000 - 40,000",04/08/2025,Plaine Wilhems,03/09/2025,https://www.myjob.mu/Jobs/Executive-Corporate-Services-196262.aspx
Assistant Spa ManagerSands Suites Resort & Spa,Negotiable,04/08/2025,Black River,03/09/2025,https://www.myjob.mu/Jobs/Assistant-Spa-Manager-196261.aspx
Mechanic AssemblingEmcar Limited,Not disclosed,04/08/2025,Port Louis,03/09/2025,https://www.myjob.mu/Jobs/Mechanic-Assembling-196259.aspx
Customer Service Representative (Goodlands)Mauritius Union Group,Not disclosed,04/08/2025,Riviere du Rempart,03/09/2025,https://www.myjob.mu/Jobs/Customer-Service-Representative-Goodlands-196258.aspx
Beauty SpecialistGlobalink (International) Mauritius – mineral beauty,"21,000 - 30,000",04/08/2025,Moka,03/09/2025,https://www.myjob.mu/Jobs/Beauty-Specialist-196255.aspx
Host & Property ManagerHorizon Holidays Ltd,"31,000 - 40,000",04/08/2025,Mauritius,03/09/2025,https://www.myjob.mu/Jobs/Host-Property-Manager-196254.aspx
Maintenance TechnicianAVIPRO CO LTD – Member of Eclosia Group,Negotiable,04/08/2025,Moka,03/09/2025,https://www.myjob.mu/Jobs/Maintenance-Technician-196253.aspx
Senior Compliance AdministratorSovereign Corporate Services Limited,Negotiable,04/08/2025,Mauritius,03/09/2025,https://www.myjob.mu/Jobs/Senior-Compliance-Administrator-196252.aspx
Team Leader - Client AccountingSovereign Corporate Services Limited,Negotiable,04/08/2025,Mauritius,03/09/2025,https://www.myjob.mu/Jobs/Team-Leader-Client-Accounting-196251.aspx
Graphic DesignerM5 Capital,Negotiable,04/08/2025,Plaine Wilhems,03/09/2025,https://www.myjob.mu/Jobs/Graphic-Designer-196250.aspx
Sales Executive (Outdoor & Leasing Support)M5 Capital,Negotiable,04/08/2025,Plaine Wilhems,03/09/2025,https://www.myjob.mu/Jobs/Sales-Executive-Outdoor-Leasing-Support-196249.aspx
HOUSEKEEPING ATTENDANT/ VALETLe Jadis Beach Resort and Wellness Mauritius,Not disclosed,04/08/2025,Pamplemousses,03/09/2025,https://www.myjob.mu/Jobs/HOUSEKEEPING-ATTENDANT-VALET-196248.aspx
Junior Trust and Corporate AdministratorSovereign Corporate Services Limited,Negotiable,04/08/2025,Pamplemousses,03/09/2025,https://www.myjob.mu/Jobs/Junior-Trust-and-Corporate-Administrator-196247.aspx
Senior Trust and Corporate AdministratorSovereign Corporate Services Limited,Negotiable,04/08/2025,Mauritius,03/09/2025,https://www.myjob.mu/Jobs/Senior-Trust-and-Corporate-Administrator-196246.aspx
DEBT COLLECTORBRINK’S Mauritius,Negotiable,04/08/2025,Pamplemousses,03/09/2025,https://www.myjob.mu/Jobs/DEBT-COLLECTOR-196241.aspx
(MAU) Tax Customer Support Specialist I - Night shiftDAYFORCE,"21,000 - 30,000",04/08/2025,Mauritius,03/09/2025,https://www.myjob.mu/Jobs/MAU-Tax-Customer-Support-Specialist-196240.aspx
Property Accountant (Ascencia Malls)ENL,Negotiable,04/08/2025,Moka,03/09/2025,https://www.myjob.mu/Jobs/Property-Accountant-Ascencia-Malls-196238.aspx
Spa TherapistVeranda Paul & Virginie Hotel & Spa,Negotiable,04/08/2025,Riviere du Rempart,03/09/2025,https://www.myjob.mu/Jobs/Spa-Therapist-196237.aspx
Expat and Transport OfficerGM Punjabi & Co Ltd,"10,000 - 20,000",04/08/2025,Pamplemousses,03/09/2025,https://www.myjob.mu/Jobs/Expat-and-Transport-Officer-196236.aspx
Chef de PartieC Beach Club,Negotiable,04/08/2025,Savanne,03/09/2025,https://www.myjob.mu/Jobs/Chef-de-Partie-196234.aspx
B​a​r​t​e​n​d​e​r​C Beach Club,Negotiable,04/08/2025,Savanne,03/09/2025,https://www.myjob.mu/Jobs/Bartender-196232.aspx
Assistant Level 1 – Consumer Finance - CDDCim Financial Services Ltd,Negotiable,04/08/2025,Port Louis,03/09/2025,https://www.myjob.mu/Jobs/Assistant-Level-1-Consumer-Finance-196231.aspx
Technical ConsultantAberdeen Operation Ltd,Negotiable,04/08/2025,Moka,03/09/2025,https://www.myjob.mu/Jobs/Technical-Consultant-196228.aspx
Senior Full Stack Developer - Payroll ReportingSD Worx (Mauritius) Limited,Negotiable,04/08/2025,Plaine Wilhems,03/10/2025,https://www.myjob.mu/Jobs/Senior-Full-Stack-Developer-Payroll-196226.aspx
Accounts OfficerOdyssey Financial Consulting (Mauritius) Ltd,Negotiable,04/08/2025,Mauritius,03/09/2025,https://www.myjob.mu/Jobs/Accounts-Officer-196223.aspx
CHARGÉ(E) DE CLIENTÈLE FRONT OFFICE ET BACK OFFICEHidden Company,Not disclosed,04/08/2025,Plaine Wilhems,03/09/2025,https://www.myjob.mu/Jobs/CHARGE-E-DE-CLIENTÈLE-FRONT-196222.aspx
Handyman/Maintenance Technician - Jin FeiABC AUTOMOBILE,Not disclosed,04/08/2025,Port Louis,03/09/2025,https://www.myjob.mu/Jobs/Handyman-Maintenance-Technician-Jin-Fei-196221.aspx
Front Office SupervisorRIU Hotels & Resorts,"21,000 - 30,000",02/08/2025,Black River,01/10/2025,https://www.myjob.mu/Jobs/Front-Office-Supervisor-196218.aspx
Housekeeping SupervisorRIU Hotels & Resorts,"21,000 - 30,000",02/08/2025,Black River,01/10/2025,https://www.myjob.mu/Jobs/Housekeeping-Supervisor-196217.aspx
Bell BoyRIU Hotels & Resorts,"10,000 - 20,000",02/08/2025,Black River,01/10/2025,https://www.myjob.mu/Jobs/Bell-Boy-196216.aspx
Restaurant SupervisorRIU Hotels & Resorts,"21,000 - 30,000",02/08/2025,Black River,01/10/2025,https://www.myjob.mu/Jobs/Restaurant-Supervisor-196215.aspx
Conseiller Pédagogique (Marché Français)goFLUENT Mauritius Ltd,Not disclosed,01/08/2025,Plaine Wilhems,30/09/2025,https://www.myjob.mu/Jobs/Conseiller-Pedagogique-Marche-Français-196187.aspx
Sales Operations SpecialistgoFLUENT Mauritius Ltd,Negotiable,30/07/2025,Plaine Wilhems,28/09/2025,https://www.myjob.mu/Jobs/Sales-Operations-Specialist-196071.aspx
Technical SpecialistRIU Hotels & Resorts,Negotiable,28/07/2025,Black River,26/09/2025,https://www.myjob.mu/Jobs/Technical-Specialist-195913.aspx
Gestionnaire AdministratifSD Worx (Mauritius) Limited,Not disclosed,25/07/2025,Plaine Wilhems,23/09/2025,https://www.myjob.mu/Jobs/Gestionnaire-Administratif-195804.aspx
Senior Assistant Chief EngineerRIU Hotels & Resorts,Negotiable,24/07/2025,Black River,22/09/2025,https://www.myjob.mu/Jobs/Senior-Assistant-Chief-Engineer-195773.aspx
Junior Data Migration Consultant (IT Graduate)SD Worx (Mauritius) Limited,Not disclosed,22/07/2025,Plaine Wilhems,20/09/2025,https://www.myjob.mu/Jobs/Junior-Data-Migration-Consultant-IT-195565.aspx
Program Coordination SpecialistgoFLUENT Mauritius Ltd,Not disclosed,21/07/2025,Plaine Wilhems,19/09/2025,https://www.myjob.mu/Jobs/Program-Coordination-Specialist-195531.aspx
Language Trainer CoachgoFLUENT Mauritius Ltd,Not disclosed,21/07/2025,Plaine Wilhems,19/09/2025,https://www.myjob.mu/Jobs/Language-Trainer-Coach-195528.aspx
Kitchen StewardRIU Hotels & Resorts,"10,000 - 20,000",19/07/2025,Black River,17/09/2025,https://www.myjob.mu/Jobs/Kitchen-Steward-195473.aspx
W​a​i​t​e​r​RIU Hotels & Resorts,"21,000 - 30,000",17/07/2025,Black River,15/09/2025,https://www.myjob.mu/Jobs/Waiter-195361.aspx
Commis IIRIU Hotels & Resorts,"21,000 - 30,000",17/07/2025,Black River,15/09/2025,https://www.myjob.mu/Jobs/Commis-II-195360.aspx
Commis IRIU Hotels & Resorts,"21,000 - 30,000",17/07/2025,Black River,15/09/2025,https://www.myjob.mu/Jobs/Commis-I-195359.aspx
Demi Chef de PartieRIU Hotels & Resorts,"21,000 - 30,000",17/07/2025,Black River,15/09/2025,https://www.myjob.mu/Jobs/Demi-Chef-de-Partie-195346.aspx
Chef de PartieRIU Hotels & Resorts,"31,000 - 40,000",17/07/2025,Black River,15/09/2025,https://www.myjob.mu/Jobs/Chef-de-Partie-195345.aspx
Junior WaiterRIU Hotels & Resorts,"10,000 - 20,000",17/07/2025,Black River,15/09/2025,https://www.myjob.mu/Jobs/Junior-Waiter-195344.aspx
Senior Restaurant WaiterRIU Hotels & Resorts,"21,000 - 30,000",17/07/2025,Black River,15/09/2025,https://www.myjob.mu/Jobs/Senior-Restaurant-Waiter-195343.aspx
Junior BartenderRIU Hotels & Resorts,"10,000 - 20,000",17/07/2025,Black River,15/09/2025,https://www.myjob.mu/Jobs/Junior-Bartender-195342.aspx
